position,velocity,acceleration,input,time_interval
803.8936221611369,-0.7283508980457349,-0.13102916902571476,1,6.888168
804.0,0.0,0.0,-1,1.1818279999999994
803.9711643598481,-0.2151659840467836,-0.1241139858563841,1,0.2865890000000011
804.0121507346853,0.3720555250617637,0.1306054967083775,-1,0.6414869999999997
803.996976321962,-0.42808614271044054,-0.1309526326825201,1,0.8248299999999986
803.9026464132141,0.07543170934048832,1.0702022118694041,0,0.49470600000000076
803.9513593948818,0.05484761150799133,0.00043085600240264023,1,0.5556400000000004
804.0873893087825,0.5104812365829823,0.13041478430651401,-1,0.5214809999999996
804.1640856944229,-0.3284078423917512,-0.1309529615163837,1,0.8157929999999993
804.1013593842131,-0.04981614828018247,1.381182773817338,0,0.3092180000000013
804.1017282122348,0.004958472748464429,0.0044596732101166775,-1,0.3136189999999992
804.0060211639558,-0.42418034104520697,-0.13012218620909036,1,0.4949709999999996
803.96575063941,0.3302746310297414,0.1308755213856087,-1,0.7314120000000006
803.9946777332044,-0.25449221608112343,-1.0811762110438659,0,0.5924049999999994
803.8578897554794,-0.24119116891988573,-0.0006144298343701414,1,0.5246070000000014
803.9504774221563,0.48354810746162113,0.13092000777201768,-1,0.7021489999999986
804.0529089126097,0.2506332001852042,-1.3419997870311158,0,0.2819850000000006
804.1231860977559,0.07157619883848153,-0.00038265491429076117,-1,0.5570340000000016
804.0462774671854,-0.38729722423377566,-0.13016096343682268,1,0.48740199999999945
804.0093430163333,-0.34881842929333706,0.7237504652139026,0,0.10839400000000055
803.8788263550412,-0.23300253348188943,0.00025548853190906085,1,0.4976749999999974
803.9316181449022,0.3847773437852481,1.0842025776509459,0,0.5943070000000006
804.0149841897885,0.4201546835758285,0.013750353478998594,-1,0.20842500000000186
804.0013257672604,-0.4176584712457744,-0.130968586191548,1,0.7807189999999977
803.9326092074828,0.21569496873847543,0.13059189044016078,-1,0.6388350000000003
803.9641458474335,0.026971515043227888,-1.2868987972586334,0,0.24572700000000225
803.9590427794026,-0.0029247522384546285,-0.001429830711844156,1,0.42646199999999723
804.0173211763946,0.32201515198340414,0.1285414105609103,-1,0.38510199999999983
804.0631961955685,0.2146671497917999,-1.1018542469006298,0,0.18018800000000113
804.1289935664751,0.022144642123205684,-5.075662168588601e-05,-1,0.7433070000000015
804.0661182473735,-0.3393064059436133,-0.12929144879229668,1,0.42029299999999736
804.0011331224753,0.034407051952447025,1.4289473980854144,0,0.3900400000000026
804.0273677523846,0.0051173020632605025,3.722260540052629e-05,-1,0.8106299999999997
803.9149552411997,-0.4631904041538906,-0.13041235156256265,1,0.5257659999999973
804.0329608900241,0.6861482424924289,0.1310269170243374,-1,1.12115
804.0980496723662,-0.562940760928669,-0.1310283155328273,1,1.1708400000000019
803.9425002678875,0.037430676807996145,1.078681852585933,0,0.5721489999999996
803.9717187713985,-0.0018666932971618793,0.000154150736929025,1,0.6535140000000013
803.9831680331358,0.12182885801025567,0.8974417738772127,0,0.18190299999999837
804.0577189734124,0.0678514882343784,0.00012749852172215395,1,0.658771999999999
804.166458564783,0.4518607671123732,0.1297992124412435,-1,0.4578160000000011
804.1735990875359,-0.4464812778953879,-0.1309921400157275,1,0.8849920000000004
804.0980032728337,0.23554793861217013,0.13071957141464263,-1,0.6742130000000017
804.0245428525495,-0.46695287011804343,-0.13087525114531767,1,0.7362769999999976
803.9647240721141,0.32280380526828023,0.13092015466984921,-1,0.7845090000000035
804.0257632761325,0.044186567024309606,-1.3812009124564049,0,0.32014199999999704
804.0241566865038,0.0058049422849461175,-0.0003989753975919652,-1,0.5543059999999969
803.9546579578664,-0.3559146961487305,-0.12929710257624616,1,0.42342300000000677
803.9829126987411,0.44525343714644927,0.13095286418813815,-1,0.8112179999999967
803.9514930588175,-0.524026023263891,-0.13101126455107298,1,0.9437369999999987
803.9983197514935,0.6146357194500892,0.13102540131505006,-1,1.0971869999999981
804.179299199937,0.0983105264120959,-1.4593255866261674,0,0.5007660000000058
804.1837144110541,-0.004603485530363621,-0.001213273380650602,-1,0.44558799999999366
804.0879101341358,-0.4251125879465948,-0.1301677817433756,1,0.4950810000000061
803.9925727244232,0.04363852727792551,1.4524340463949508,0,0.4577239999999989
804.0223617850875,0.03523599506974623,0.0008530555127209133,-1,0.48686000000000007
803.9477125005878,-0.37406036335418746,-0.12978883759030285,1,0.47042599999999624
803.938828418691,0.36778987969561633,0.13087549217279343,-1,0.7325990000000004
804.0133556136244,0.08913920853843711,-1.381219784392104,0,0.31335599999999886
